#node1	node2
O95994	Q9NPI1
O00483	O95167
P17612	P61925
P55212	Q07817
P37231	P49716
Q13535	Q9UQE7
P61956	Q9P2R6
P62979	P62987
O00264	Q14164
P08047	P60484
P45983	Q9P2Y4
O95169	P03897
P53778	Q9NZJ5
O60262	Q13972
P59768	Q14833
P20823	Q13185
O95185	P43146
Q00325	Q9H9G7
P12931	Q8NER1
P26441	P38484
P42285	Q15287
P60709	Q7Z406
P78417	Q92993
P07910	Q9HCK5
P35222	P48436
P30040	P30480
Q15645	Q9UHY7
P63146	Q9GZS3
O94907	P62993
P62745	Q5T5U3
A8MTJ3	Q9NYW5
P10145	Q14103
O14512	P42226
P23396	Q9UL18
O00329	P00533
Q00796	Q9UKE5
P49593	Q13153
O14775	P51817
P00519	Q92988
O15160	Q13573
O76099	P38405
P20226	Q93009
P04626	P0CG47
P78545	Q9UQ90
P35625	Q13952
P10244	Q01094
P61978	Q13242
O15399	Q13936
406979	P54253
O15467	P51684
P03956	P17676
O60235	P26927
P35626	Q9H339
P00533	P23467
P22694	P53805
P12931	P31946
P02768	Q92736
P01116	Q9UK32
P62241	P67870
Q99650	Q9UBD9
P11511	P21281
Q5VTR2	Q7L5N1
Q14181	Q15047
O75533	P62258
P06400	P11802
O95185	P16220
O15230	P10144
Q16543	Q9H093
P23508	P49321
P51813	Q13480
P31948	Q9Y572
Q03060	Q5TD97
P10827	Q9UHV7
Q92922	Q99459
P06400	Q12972
O60739	P60900
P30084	Q13177
P03372	Q92993
Q8WW01	Q9H094
Q96PM5	Q9Y2X8
P17252	Q9H0R8
P45973	Q8IYF1
P35626	Q15617
B1A4H9	P15509
P31689	Q9Y572
Q8N6Q3	Q9Y2W7
P05997	Q9UKX5
P19838	P34931
P31939	Q96DG6
P12931	P26006
Q68CP9	Q969G3
P27635	P61254
P38919	Q9BY77
Q92945	Q9Y4K3
P46940	Q13191
P15498	P60953
P60709	P63261
Q13617	Q9Y376
Q16186	Q9Y5L4
O00459	P60763
O60238	Q92934
P14317	P18858
P19838	P22612
P61964	P78537
P67870	Q9GZL7
Q14151	Q9GZQ8
O00273	Q15029
P36957	Q9UKY1
P00739	P69905
Q14627	Q9NPF7
Q9H2G2	Q9ULH1
P05161	Q14653
Q96E40	Q9GZR7
O95503	P01106
P03897	P17568
P20226	Q03014
Q12778	Q8NHY2
O60674	Q14626
P78552	Q86WN2
Q00005	Q9Y580
P06493	Q96KB5
P61956	Q9NRX3
P01588	P10912
O15455	Q13114
Q16821	Q9NZT1
O96020	P01106
O60739	Q01844
P08581	P20827
Q14653	Q99836
P68431	Q9Y6Q9
Q9BQ67	Q9H7D7
P11171	P63220
Q13363	Q9H171
P16520	Q14416
Q05086	Q14999
O60674	P32297
P31943	Q15365
P38405	Q8NGG0
Q16877	Q9UGI9
P40337	Q8N163
Q96HR3	Q9NPJ6
P13224	P40197
O00161	O75558
Q13618	Q9Y2M5
P48378	Q33E94
P04745	Q4L180
P12109	P18827
P16220	Q9UKY1
O60296	P48169
O95470	Q9HC24
P49716	Q8TF20
P17301	Q01955
P17612	Q02641
Q13105	Q99684
P16520	Q8WYR1
P01111	Q01201
O95881	P16104
O43324	Q13535
P04745	Q86UN6
P20073	P38606
P04792	Q15393
P30305	P63104
P34913	P41235
P24723	Q9H0R8
P78406	Q9H1B4
Q8IXI1	Q9NZN5
Q13283	Q9UHX1
P16871	P23528
P01112	P08069
P16104	Q8TF05
P56703	Q5T4F7
P42574	Q04637
Q16695	Q9UHJ3
P38405	Q8NGV6
P22612	Q14573
Q13315	Q9UF12
O15392	Q99683
P40227	Q9H7D0
P06241	P11137
O00463	Q9Y6K9
P49674	Q9H4H8
A8MTJ3	P59544
O75486	Q12962
P02778	P46092
O75197	Q00604
P63165	Q96GM8
P01566	P23458
P13500	P51681
Q16630	Q9BSL1
P01242	Q9HBE5
O43707	Q96NW7
Q13535	Q15596
P62136	Q8IWU2
P25963	Q9H2S9
O94941	P62256
P42229	Q92731
P62330	Q04637
O95471	Q9Y5I7
P27986	P40189
P20749	P49840
O43678	Q9Y328
Q7Z4W1	Q9Y2Q3
O75023	P31995
Q13322	Q8IZP0
Q6P2C8	Q9BWU1
P19838	Q96ST3
P05771	Q8NFM4
A6NM03	P32121
O75899	P59768
Q9BXL7	Q9Y4K3
O75365	O95347
O43306	P51817
P15104	P49703
Q14164	Q9Y3F4
P62807	Q9C005
Q6IB77	Q96AW1
Q6VMQ6	Q9NRI5
P49641	Q12873
Q06587	Q9BSM1
O14775	P67870
Q13153	Q15797
O95049	P57739
P35368	P50148
Q86Y13	Q96B02
O15264	P30154
P27348	P55851
P49585	Q99759
P30304	P78396
P05106	P29400
P33993	P38936
P06239	P25445
P53778	P62873
O95714	P60953
P22612	Q08493
O94921	P30281
Q01726	Q8TCY5
Q8WWR8	Q9BQY4
O43795	P62993
P61981	Q6ICG6
Q92769	Q9UKL0
P22392	P63173
Q14186	Q92831
406972	P00519
P00540	Q02750
P17252	P63096
P36873	Q06432
Q16827	Q7L190
P10586	Q96KM6
P30154	Q9BX67
P08514	P78509
P62273	P62330
P41182	P42229
P17947	P43119
P04637	Q16637
Q12778	Q8IXJ6
P30085	Q15714
O95433	P80404
O43318	P08107
P62745	P98171
P00451	P00740
P31629	P62258
O14757	Q9BXW9
Q16623	Q99719
P16144	Q13797
Q9H469	Q9HCE7
P41235	Q9H6P5
O75674	Q15075
Q16586	Q92629
Q6PCD5	Q9Y2X8
P31749	Q9UHD2
406936	P15976
O15294	Q9H1M0
Q5JWF2	Q96PN6
P22681	Q9C004
Q9UM11	Q9UNH5
Q9BZK3	Q9NSA3
P26012	P49747
Q6UWE0	Q9Y2I6
P20809	Q8N6P7
P17252	Q08462
P28328	Q8WVC0
Q9HAC8	Q9Y2X8
P58107	Q16695
P01909	Q13432
O14513	P06241
Q8N5C8	Q9Y6K9
O43320	P11362
Q93009	Q9NS23
Q08209	Q96EV8
P05388	P46776
Q13698	Q9P2W3
P43405	Q8IYS5
Q8WWY3	Q9BWF3
Q14790	Q9NS56
P22694	P63096
P54252	Q01844
O43236	Q9UKE5
P01889	Q12904
O00522	Q9BSQ5
P20336	Q86UR5
P38936	Q9BVA1
Q16531	Q9BT78
A8MTJ3	P59536
P62330	Q9Y266
P49790	Q9HC62
Q16236	Q16881
O60269	Q99750
Q13261	Q969D9
Q16254	Q92698
P01106	P23434
P08865	Q07021
Q9H1Y0	Q9HC96
Q96DB2	Q99877
Q08380	Q99623
Q07866	Q6UWE0
Q15796	Q7Z3T8
28938	Q92973
P11274	Q5T2W1
Q7Z5Q5	Q9BXW9
P04439	P10966
P53778	P99999
O60840	Q13555
P30542	Q9Y4L5
P13500	P32302
P62701	Q99558
Q86XP3	Q9UMS4
O95630	Q9H444
P17980	Q16665
P13942	P18827
A4D0S4	P26010
O75581	P0CG47
Q92621	Q9H173
O43306	P09471
O00329	P61224
P62888	Q01201
P15036	Q6SJ96
P62888	P62945
O60739	P29692
Q3MHD2	Q8NBJ4
O60318	P63000
O15264	P05412
P02452	P13612
Q15366	Q7Z434
P02788	Q8TAX7
O00206	P01106
P17612	P41235
P63165	Q13472
Q5VWK5	Q8WXH5
P19447	P24385
P04745	P25942
P48023	Q15788
P19875	P51684
P15336	Q9Y243
P62913	Q13867
P49642	P62979
P24385	P38398
O43493	P11717
Q08170	Q99590
O14508	Q01344
574507	P15692
O15496	P29992
P11274	Q96RT1
P54259	Q99435
P01588	P19235
O14610	O60266
Q16236	Q16512
O75159	P42702
Q13177	Q9UBI6
P98095	Q96L73
Q9P2G9	Q9Y3C8
P06730	Q14240
O00222	P61952
442890	Q9UIH9
O95715	P51686
P07948	P42680
P00519	Q7Z408
Q13620	Q9H967
P36897	P61586
P30480	P37108
O75689	Q02156
P15498	P68366
P25054	Q15172
P49841	Q9UHR5
A0JLT2	Q9Y3C7
P23246	Q99459
P61073	Q92583
P99999	Q16539
Q96G75	Q9Y2X8
P18146	Q92569
Q8NHQ1	Q9BPX7
P46777	P62917
P16144	Q06124
P06753	P08575
P01243	Q9UKK9
Q9GZQ8	Q9NYL9
P20248	Q13952
Q07157	Q96B33
O60258	P11362
P04004	P09486
P26010	P29400
Q8TDB6	Q99466
Q02363	Q02962
O75293	Q15717
P10145	P46092
O75367	Q7Z2G1
O00161	P32856
O43889	Q03060
O95747	Q13573
P41091	P49770
P12931	Q9Y3L3
Q8IYW5	Q96QV6
P19532	Q01105
O95343	Q04724
P36873	Q99941
P08727	P11532
O15151	O15350
Q13315	Q13427
P40189	P60568
O75822	P42574
P42331	P60763
Q08289	Q14738
Q6ZVK8	Q96CG3
P20073	P62328
P02751	P08648
P01566	Q13261
Q6ZU52	Q8IYF3
P84095	Q7Z5H3
O43505	Q8N3Y3
Q13418	Q9UBB4
P60709	Q9Y265
P51828	P59768
Q96BK5	Q9UHV9
P62829	P83731
Q86TJ2	Q9HBM6
P49720	Q14164
P62714	Q9Y624
O00221	O75170
P28562	Q15759
P35354	Q13164
O00329	Q86YM7
O14508	Q99650
P42336	P52333
P26010	P78509
P11215	Q8WWW0
P28482	P80217
Q8IXH6	Q9H492
406886	Q9H9Z2
P36402	P56545
Q92831	Q96F10
Q15366	Q16629
P10912	P22301
P61353	P62913
Q96L33	Q9NZN5
P43405	Q14242
P04637	Q9Y265
P26998	P62993
P01570	Q09472
Q09472	Q99081
O43633	Q9Y3E7
Q13753	Q7L1I2
P51817	Q14432
O15379	O75533
Q13573	Q96QD5
P21333	P56199
P01024	Q9NVP2
O75663	P67775
P23229	Q9Y490
P19174	Q8WX92
O75822	P78344
P04843	P62330
O75400	Q00005
P19419	P45983
P01568	Q6UXL0
Q9ULK6	Q9Y2X8
P13945	P32298
P98170	Q9Y2X8
P18146	Q92527
P11021	Q9UBS4
P11215	Q14773
Q14164	Q9H2G2
406977	O14920
O43815	P30153
P33981	Q9Y6D9
P26368	Q15287
P10914	P40763
P27986	P63104
P50222	P52198
P02787	P78314
O75306	P30519
P01116	Q13009
Q02846	Q9H2G2
P52198	Q68EM7
P01570	Q13568
O00144	P04628
P30154	P54289
Q08999	Q12778
P26951	P52333
Q15759	Q9Y243
P17612	Q8NFM4
Q07890	Q562R1
P57740	Q8N1F7
P63151	Q9NY47
P18206	Q99584
P05141	Q99759
Q99759	Q9NWS0
O75843	Q9UMZ2
P24864	Q9NX02
P62158	Q96RR4
O00574	P10145
P54253	Q13085
Q13608	Q6VMQ6
Q13748	Q9Y6G9
P05556	Q13683
P27824	P35610
P30466	P43627
P19784	P24941
Q03518	Q13158
P14635	P53350
O15379	P11142
O75943	Q8WXE1
O95619	Q92993
P05129	Q96B18
P01106	Q9H4L7
P62745	P85298
P50914	P61254
A8K6C2	P14784
P10415	Q13794
P22694	Q07699
P16333	Q96EV8
P63098	Q9H1A4
P06753	Q9BQD3
P05231	P12272
P06753	Q05209
P61952	Q9HBW0
O75528	Q8WYH8
O75928	Q13426
P54652	Q13217
P05412	Q9NR55
Q8ND90	Q9NRR5
P01116	Q9NYA1
O96014	Q9ULV1
P22459	P35609
P32969	P46779
P31947	Q8WUI4
P05112	P26951
P14316	Q8IU81
Q14161	Q96PE2
P20618	P60900
P63098	Q12968
O00267	P19387
Q99459	Q9NUU7
P08648	Q9NVD7
Q14CS0	Q8TCT6
P35626	Q8NGF7
P10644	Q92934
O15084	Q5H9R7
O75400	Q8IWX8
P51116	Q96BR9
Q13573	Q15003
Q92730	Q9P107
P63261	Q9Y6K9
P38405	Q96R45
P23945	Q8NEU8
P30154	P53041
P11233	P53779
O60291	P51668
P23634	P78352
O43491	P27348
Q8N257	Q99878
Q13315	Q14141
O14561	O95182
P38432	Q16637
P62750	Q9UKS6
Q13315	Q9Y230
O00591	O95166
P62158	Q6ZSY5
Q13535	Q9H816
O60861	Q86SX6
P62269	P62847
O43439	Q96ST3
O95760	Q01638
Q00005	Q86US8
P22301	P42702
P52756	Q13247
Q09472	Q9NQB0
O43909	Q9HAU0
P50151	Q13936
P20366	Q86VW0
O00459	Q9H400
574033	P40763
P52735	P78362
P33176	Q8IUQ4
P0CG48	P62993
P05129	P63218
Q14738	Q8WXS5
P30050	Q9UL18
O00238	O15198
O43172	P55769
P27361	Q70SY1
P20809	Q01113
P06493	P78344
P40763	Q00978
Q12840	Q8TDR0
P20333	P41182
O43318	P41252
Q06609	Q96B01
P11802	P35249
P49207	P83731
Q99684	Q9NQX1
P05783	P53680
P11142	Q92844
O94916	P19174
P20827	P54756
P49815	Q6R327
Q13243	Q16659
Q16539	Q16644
P26010	Q13797
P45984	Q86UL8
P00746	P00751
P01568	Q14626
P43405	Q13191
P62330	Q99755
P98177	Q13485
P04278	P17661
P56703	Q9H461
P27361	P98177
P01889	Q16576
Q96DF8	Q9BWF3
P14649	P35749
O60566	P0CG48
P04233	P07858
O75385	O95166
O14733	P63000
O15169	P49407
P51665	P62195
P16471	Q99490
Q01094	Q13952
P30304	P53350
28938	Q14164
P25025	Q99616
P61981	Q13153
P15153	Q8N392
407028	P24385
O15379	Q9UHL9
P18077	Q96BK5
Q6P158	Q9NY93
Q96CW5	Q9BSJ2
Q7Z7A3	Q9BTM9
9757	O15550
P35268	P60953
P11831	Q9NS56
P16220	Q9H324
O75400	Q9UMX0
O43921	P22455
P35249	P35251
P06756	P49023
O95786	Q7Z2W4
B1A4H9	P26951
Q08211	Q9BWF3
O14933	Q05086
O96019	Q9H0E9
P19838	P38398
P13236	P51686
O14625	P51685
P28072	Q14164
P05129	Q9UKL4
P36873	Q16821
Q12809	Q14318
P30307	Q08050
P35626	Q8NGF9
O15371	Q9UBS4
P32121	Q8NG94
P04637	Q15102
P08908	P59768
P61088	Q9UKV5
P13807	Q9Y478
Q5MIZ7	Q9NY27
P46108	P56199
P15407	P53778
P42768	P61158
P17948	P52797
O43353	Q13490
P07766	Q6PIZ9
P04278	Q96G75
O95267	Q07890
P08514	P26012
Q13561	Q13573
O75581	Q9Y6M4
P01574	Q6UXL0
P10147	P58012
P35626	Q8NGA1
5512	O96017
P24385	P51946
Q15645	Q86YR5
Q8WX92	Q99459
P11912	P29353
O95400	P46934
P62258	P68431
P11387	Q00839
Q96Q83	Q9NV56
Q13363	Q9UBG7
Q04206	Q13478
P10721	P15692
P17676	P27361
Q15714	Q9H4A3
Q92997	Q9H461
P41220	Q00765
O95402	P36954
P08138	P52803
O60934	Q13315
P35228	Q8TD86
P01106	Q8TAD8
P28482	P48039
P17568	Q16795
P01111	Q9Y4G8
P10720	P51686
P49792	P57740
P19388	P61218
P20226	Q12857
P35749	Q8IY92
P32121	P32298
P05067	P19087
Q14155	Q9NZN5
P62829	Q99558
P0CG48	P26358
P00519	Q13444
P25963	P32121
P35916	Q9GZP0
P30480	Q15643
O15265	Q16594
P23467	P28482
P23258	Q6PEY2
P35968	Q99962
Q01105	Q15078
P01579	Q04206
Q06432	Q16537
O14904	Q9UP38
Q969S3	Q9Y6K5
P63010	Q7Z3B4
O00241	P43405
Q99816	Q9Y5K6
Q8N474	Q9GZT5
407051	P56817
Q5SRE5	Q8NFH5
P67775	Q9NSI5
P24928	Q9GZS3
O15264	P16403
Q13972	Q9HAV0
P08253	P10275
P78317	Q8IX04
P07355	P12931
O95169	P03891
Q16082	Q9Y243
P30307	Q13952
P10721	Q14451
O15144	Q9BY76
P05155	P09871
P06748	Q9UM07
O60941	Q86X76
O00327	O15534
O00214	P06756
P57088	Q9UET6
P63208	Q9H469
Q8N1N4	Q8WUW1
P01116	P52306
P25100	Q14315
O60244	Q9NWA0
P19235	P63244
P25786	Q15008
P22694	P54619
P01730	P79483
P31943	P52272
P45984	Q9UPN3
Q9BQ66	Q9P0T4
P29965	Q9Y6W8
P00533	Q06190
P17252	Q13164
P01106	Q13496
P22301	P40189
Q92900	Q9NR19
P63218	Q15759
P52789	Q9UMX0
O95639	Q9C0J8
Q9BUF5	Q9NY65
P24723	Q9Y624
Q13131	Q16543
P08567	Q14642
P82650	Q9UKV8
Q12931	Q9Y2C9
O95166	P60520
P51617	Q05513
O00755	Q92765
P18146	P21926
P10914	Q14145
P54257	Q92796
Q13948	Q8TBA6
O94832	Q9Y5J5
O14786	P54259
O60825	Q9Y478
O43252	Q13432
O00410	Q96EV8
P11217	Q93100
P19174	Q9BWF2
Q05655	Q9H5V8
Q99816	Q9H3S7
P84022	Q12830
P50453	Q5UIP0
P13232	Q9UHF4
Q9UBM7	Q9UKV8
Q9HC98	Q9Y230
P42677	P62277
P38936	Q9H334
P01574	P10912
P36542	P56381
P42336	Q86YM7
P35575	P54646
P49716	Q14766
P06454	P18754
P62750	Q9NRG4
P32121	Q8NGD2
P21266	Q99962
O60762	Q9HAW0
P27986	Q96T58
O95990	P27824
P06401	Q05086
Q14209	Q99741
O95400	P55795
P11047	Q6VMQ6
Q13315	Q96P11
O60566	Q9BS18
Q92783	Q9ULH1
O95405	Q9NRC1
Q01844	Q06187
P47914	P62750
P01106	Q01081
Q8IUE6	Q9UKV0
Q99816	Q9UJY5
P54253	Q9Y6R0
Q00013	Q16637
P62714	Q05513
Q8NHZ8	Q9UJX5
P49917	Q7Z2E3
Q96L34	Q9BYG4
P49754	Q7L1V2
P17612	Q13936
P62745	Q8IZD9
Q8WUI4	Q9BTM1
O43318	Q16539
P16333	Q9NR96
P06400	P78396
Q14240	Q9P2D0
Q15287	Q9UQ35
P35658	Q96EE3
P06400	Q9UQL6
P52757	P84095
Q96BY6	Q9HBH0
A0JLT2	Q9BQ39
P36578	Q9UQ80
P61981	Q9NYF3
P14415	P42336
O43324	P62330
P23508	Q9HC38
O75478	Q9ULM3
Q00597	Q13813
P62979	Q99741
Q99689	Q9Y3D7
Q13315	Q4JDL3
O60674	P24394
P53779	P63211
O95819	Q9H0R5
P15260	Q9HBE4
O60237	Q01449
P10145	P25025
P30793	P53779
Q15717	Q99459
P0DJD0	P63279
P53350	Q13625
Q7Z6Z7	Q969T4
O77932	Q92900
O43167	Q99750
P01112	P14324
P08708	P62701
O60861	Q9Y2A7
P03915	Q9P0J0
P26951	P42338
P62495	Q14145
P09038	P35916
P43405	Q6ZUJ8
P45983	P59768
P04637	P55199
P41586	Q9UBI6
Q9BQ83	Q9NT62
P62987	Q9Y4K3
O95400	P38159
Q09472	Q92831
P08107	Q01201
P07996	P08514
Q8NHY6	Q9H7E9
Q9HAW0	Q9NVI7
P16220	Q14050
P42858	Q99963
O95467	Q92633
O43678	O75251
P04637	Q9NRM7
P46531	P78504
P17535	Q16539
P0CG48	Q9NX47
Q07817	Q8NEY8
P52735	Q9UKW4
P22234	P78396
Q12967	Q92963
O15455	O43318
O75916	P08754
Q9HAP6	Q9UQB8
P08047	Q96BI1
P26599	P49023
P26006	P46108
P04626	P23229
O75694	Q96EE3
O75934	Q13573
O75956	Q13422
P38405	Q9NZP0
Q9UBB6	Q9Y2Q3
O95622	Q02156
P43403	Q9H6Q3
O14640	O14986
P57088	Q99608
P04792	Q9Y3C7
P63151	Q9NWZ3
Q92769	Q99684
O43677	P51970
O00629	O15162
P46379	Q14186
P09466	Q7L5N1
P61421	Q9NR50
P20226	P35226
P62877	Q4G163
Q12873	Q15714
P02768	P12829
P15531	P22392
P55345	Q92731
P21860	Q9H4P4
Q92747	Q9BPX5
P61244	P62140
P08238	P35579
P04637	Q16666
P23458	Q8IU57
O43159	Q96EB6
O60674	P62937
O15105	Q9NRA8
O00308	Q16630
P52565	P63000
P07306	P56199
P31269	Q15654
P09237	Q9HCS4
P62910	Q9UNX3
P84022	Q99814
Q15306	Q86X55
O94868	Q9NZ63
P51114	Q8N8V2
Q5SRE5	Q8NFH3
P62993	Q9NZV5
P31994	Q92835
P26368	Q13247
P32121	Q8NGP2
P01137	P37023
P41220	Q14194
Q15459	Q9BQA1
O15504	P25054
P01148	Q9UQM7
P01133	P63104
Q13315	Q96Q89
P21359	P34741
Q99459	Q9Y490
P30153	Q9Y3A3
Q01892	Q15306
Q5QNW6	Q9UQL6
Q9UMS4	Q9UPT5
P27824	Q15306
P23508	P41252
P46734	Q99683
P08173	P16520
343477	Q92597
P52272	Q13243
P43355	Q9NR46
Q8WX92	Q9H2G2
P21817	P62993
Q99877	Q9C005
P54257	Q5T7V8
P36542	Q8NG27
P41235	Q99967
O15379	P24468
O14543	Q99062
O43463	Q92769
P05412	P07900
P00519	Q9UM47
P21860	Q9UKW4
P10912	Q9UHD0
P05388	P62750
P62136	Q13625
P42224	Q6UWB1
Q01105	Q9BT49
P04637	P08183
Q01151	Q15717
P18146	Q14566
P58107	Q9BT40
O75815	O95197
Q13535	Q9UIF9
Q96P70	Q9Y6K9
O00459	P42680
P14136	Q6ZU52
P06241	Q15036
P13686	P62714
P62633	Q09161
Q15424	Q9GZQ8
O95863	P11362
A5YKK6	O75175
Q12933	Q86TN4
P13861	Q05469
O95400	Q15287
Q08881	Q13283
Q8IX90	Q8WVK7
O15068	Q9NRH1
P10415	Q969Q6
P02768	P62495
Q9BRX2	Q9H583
P31749	P56278
O60258	P08069
P50454	Q8N357
P54725	P68104
P01100	P56279
Q92905	Q9Y4K4
Q13765	Q96ID5
P46777	Q92901
Q99700	Q9P1U0
P54259	P61204
P62330	Q9Y312
P19174	P43405
P46109	Q92608
O14544	P42229
Q9HBH0	Q9P227
P10636	Q9UNE7
406948	P19544
Q16539	Q9HAV0
P32121	Q96RD1
O15530	P27986
O60359	P22612
Q13009	Q8TEW0
P12830	Q6IQ23
Q93062	Q96HA1
P42261	Q05586
P63146	Q5VTR2
P53350	Q8NE35
P04183	Q01094
Q93009	Q9UBT7
P21246	Q92963
P51955	Q9Y2X7
P33681	Q9NZQ7
P17948	Q9Y371
O14641	Q96EZ8
P01909	Q5UIP0
Q5VVX9	Q9NZS9
P22392	P61086
P10809	P17152
Q8N6P7	Q9NPH9
Q14240	Q1KMD3
O96020	Q9UJX6
P32121	P49407
Q05586	Q15147
P01308	P10721
O60610	Q13563
P07766	Q9H6S3
P01579	Q06323
P06126	P61769
P25054	Q9NR80
P42224	P55899
P21246	P35269
P14923	Q13490
Q99459	Q9BTT6
Q9H6Y2	Q9P2G9
P02776	P49682
Q13561	Q9NRI5
Q07666	Q92793
P38405	Q8NGT2
P49247	Q9NP79
O75578	P24043
O43741	Q9UGI9
P0CG48	P98170
Q12873	Q6I9Y2
Q01844	Q13418
O43353	Q15306
Q9H2G2	Q9NZQ3
P26641	P29692
P19532	Q13263
O43707	P12830
P01589	P29350
P17844	Q9Y572
Q9H1J7	Q9Y5W5
O43741	P54646
Q92698	Q96AY2
P22102	P62330
P01242	Q14627
P52435	P53803
P19525	Q96C10
P10644	Q99435
O96001	Q13237
P35580	Q13464
P19387	P23193
P17081	Q68EM7
P28482	Q14192
O60503	Q9UBI6
P10275	P21127
O15524	Q99062
P01848	P01850
P27037	P58166
Q0VDF9	Q9H816
Q16515	Q9NRD5
P43250	P51684
P01303	P25929
P17081	Q96HP0
P03971	Q13253
P36957	P62993
Q08999	Q9UQ80
O95707	Q969H6
Q15834	Q9HAF1
Q13573	Q14185
O75581	P19022
P04637	P38646
P62140	Q92736
Q15910	Q9Y6K1
O75044	Q96L33
O60507	Q14242
P03372	P84022
P50150	Q9H1C0
P01116	P06756
P20339	Q8NEB9
Q04206	Q9Y297
P16070	Q13535
P01570	P19235
O60934	Q8WXE1
P00519	P02765
P18827	P35442
P26232	P63261
P19532	P62714
P0C0S5	Q9UQL6
Q13547	Q96A08
Q14164	Q9UQ80
P13569	Q92736
P25067	P27658
O43583	P06493
P46459	P54920
P35269	P35998
P04181	Q8N357
P35968	P52797
O14497	Q6STE5
O15198	Q8NFD5
P07237	P21246
P62140	Q8WXS5
574501	P04637
O75084	Q9H1J5
P51571	Q92956
O00300	P50591
P60510	P78318
Q15796	Q5JVF3
O94973	P09496
P51532	Q9NZW5
P32927	P49715
Q99459	Q9UFC0
P62736	P62993
O43765	P07900
P00533	Q8NFM7
P01106	P05166
P55957	Q16548
P20226	Q04864
P63104	Q9UDY2
Q07890	Q9NZN5
O00231	P51681
343477	O75815
Q8TB24	Q9UI14
Q99996	Q9BSJ2
O60333	Q12959
Q14164	Q8TCG1
Q9BV47	Q9UBB4
P15170	Q13489
406983	Q9Y2M5
Q14197	Q5ST30
Q99798	Q9H5Z1
O94916	P16298
P84077	Q8NC60
O15498	Q9UNK0
100008587	O60264
P49711	Q9BQS6
P01133	P11362
Q13573	Q9Y6D9
Q14789	Q99459
P12814	Q12879
407046	Q9UKL0
P51784	Q14781
O75578	P29400
P53350	Q00987
Q15796	Q9Y2U8
P42701	Q9P0W0
O15357	P29353
Q9ULX6	Q9Y5V3
Q5T5P2	Q96CN9
P08047	Q13485
Q14103	Q9BUJ2
Q9UBN1	Q9Y5P8
Q92831	Q9NRF9
Q14457	Q9BXM7
P61586	P62834
O14641	O95996
Q96HA1	Q9NRG9
O75886	O95630
P55010	Q13347
P49841	Q9NRG4
P13236	P61073
Q8TC90	Q93062
Q16526	Q9UKT7
O60739	P24534
Q86Y13	Q9BQ87
P32246	P78423
O43561	P42338
O95696	P49736
Q13362	Q8IZS8
P62906	Q9UKV8
P23381	P33151
P25440	Q9H2F5
P51828	Q8TD86
P08887	P26441
P24941	Q99741
P01138	Q02763
P26006	Q01955
P15260	P32881
P40763	Q9H9S0
347745	O43293
O60641	Q9Y4K3
P53350	Q96RK0
Q562R1	Q8NHR9
O94864	Q12962
O43707	Q9UMD9
P01568	P32927
P27986	Q9UK08
P29350	Q9HBE5
P68400	Q16665
O95168	P03897
Q01196	Q15723
P51665	P54252
O14775	Q9NQ66
P84090	Q9NQY0
P16104	Q08380
O43556	Q13326
Q96MS0	Q9Y6N7
P62269	P62979
P16220	Q9Y2D5
Q9Y265	Q9Y4A5
Q8IY92	Q96AY2
Q13322	Q96KG7
P23527	Q99878
P08311	P49913
Q9BT40	Q9Y572
P18146	P63027
P04745	Q8TBZ2
P62191	Q9UKE5
O14964	Q16539
P23458	P31939
P04183	Q9Y265
P0CG48	Q6FIF0
P98095	Q969U7
P09619	P52798
P35580	Q01449
Q96SB3	Q9H2G2
Q8IXI1	Q9P107
O95644	P04141
Q13137	Q9NVV4
O75916	P62873
O75626	P59046
Q8TAD8	Q9Y692
P17480	Q96Q83
Q07890	Q6ZUM4
Q14031	Q9NPY3
Q12933	Q96B97
O43927	P49238
Q13748	Q9UGJ1
Q16629	Q8WXA9
O43390	Q14683
P61313	P62750
P18146	Q9BYU1
O15198	Q8IZL8
O60674	Q99665
P18146	Q9UQN3
O43524	P63104
P27361	Q13480
Q5JQF8	Q96EP5
P04746	P55259
P13637	Q969H0
Q7Z7H8	Q9UPT9
406948	P10242
P08670	Q7L190
P05067	P62937
Q8TEX9	Q9Y5J5
Q13315	Q9NUW8
P40818	Q96CF2
Q15796	Q9HCM4
P18146	Q02535
P12931	P55774
P26678	P51817
Q13315	Q96N67
P09486	P26358
P35626	Q8NH67
P08865	P12004
P62993	Q92952
O43181	O75306
Q9H173	Q9UHI6
O15379	P19793
P0CG47	P46531
P01889	Q9P258
P46199	Q14197
Q12996	Q16254
P33993	Q13535
P13569	Q9ULV0
O95994	Q9Y3C7
P06241	P42338
O75618	Q9H6Z4
Q0VDF9	Q9UBR2
P27361	P40763
P60520	Q8NI08
P31751	P42338
Q92769	Q9NYJ8
P46108	Q9Y5I3
Q13153	Q13976
Q8WXD9	Q9UM73
Q16594	Q86TJ2
O43320	P21802
P62745	Q13464
P04637	Q13315
O43707	Q9NPC6
P10415	P99999
P00492	Q9Y478
P10275	Q15788
P01375	Q07889
Q96KM6	Q9Y2K7
P26599	Q8IX12
O43353	Q8N5C8
P18564	Q9Y4G6
P52564	Q99759
O43318	Q9Y6Q6
Q16594	Q9Y6J9
P01111	Q13972
Q12873	Q13227
P60520	Q9BXK5
Q96SN8	Q9H213
P00533	Q9NYB0
P33778	Q7L7L0
