#tail	head	KSP index
P00533	P36542	843
P36542	P27986	843
P00533	P04406	844
P04406	P10275	844
P00533	Q12929	845
Q12929	P00533	845
P00533	O15162	846
O15162	P00533	846
P00533	P55735	847
P55735	P00533	847
P00533	P09496	848
P09496	P00533	848
P00533	P04083	849
P04083	P00533	849
P00533	P05026	850
P05026	P00533	850
P00533	Q06190	851
Q06190	P00533	851
P00533	Q13393	852
Q13393	P00533	852
P00533	P42684	853
P00533	P05783	854
P05783	P62993	854
P00533	P35568	855
P35568	P27986	855
P00533	Q8WU20	856
Q8WU20	P62993	856
P00533	P05787	857
P05787	P62993	857
P00533	P05023	858
P05023	P00533	858
P00533	O95630	859
O95630	P00533	859
P00533	P08195	860
P08195	P00533	860
P00533	P53680	861
P53680	P62993	861
P00533	Q15149	862
Q15149	P62993	862
P00533	P46940	863
P46940	P62993	863
P00533	Q6WCQ1	864
Q6WCQ1	P62993	864
P00533	Q9H0H5	865
Q9H0H5	P62993	865
P00533	Q04695	866
Q04695	P62993	866
P00533	P08729	867
P08729	P62993	867
P00533	Q9UKW4	868
P00533	Q2TAY7	869
Q2TAY7	P62993	869
P00533	P62316	870
P62316	P27986	870
P00533	P13987	871
P13987	P62993	871
P00533	P25098	872
P25098	P00533	872
P00533	Q99962	873
Q99962	P00533	873
P00533	Q00169	874
Q00169	P19174	874
P00533	Q9UJ41	875
Q9UJ41	P00533	875
P00533	O60716	876
O60716	P63000	876
P00533	P51813	877
P51813	P46108	877
P00533	Q6S5L8	878
P00533	P98077	879
P00533	P16885	880
P16885	P62993	880
P00533	P49757	881
P49757	P00533	881
P00533	Q13239	882
Q13239	P00533	882
P00533	Q99700	883
Q99700	P00533	883
P00533	P62736	884
P62736	P27986	884
P00533	P42566	885
P42566	P16333	885
P00533	Q9Y6R0	886
Q9Y6R0	P00533	886
P00533	Q13322	887
Q13322	P62993	887
P00533	P13688	888
P13688	P29350	888
P00533	Q9UQF2	889
Q9UQF2	P00533	889
P00533	Q8TEW6	890
Q8TEW6	P00533	890
P00533	O00213	891
O00213	P00533	891
P00533	O75674	892
O75674	P62993	892
P00533	Q8IZV2	893
Q8IZV2	P00533	893
P00533	O95704	894
O95704	P00533	894
P00533	Q92870	895
Q92870	P00533	895
P00533	Q9NRF2	896
Q9NRF2	P00533	896
P00533	Q7Z6G8	897
Q7Z6G8	Q15303	897
P00533	Q8WYP3	898
Q8WYP3	P00533	898
P00533	P00403	899
P00403	P27986	899
P00533	O15492	900
O15492	P00533	900
P00533	Q13740	901
Q13740	P00533	901
P00533	P51451	902
P51451	P00533	902
P00533	Q9P104	903
Q9P104	P00533	903
P00533	Q9UQQ2	904
P00533	Q07912	905
Q07912	P16333	905
P00533	P06702	906
P06702	P00533	906
P00533	Q9NYD6	907
Q9NYD6	P00533	907
P00533	Q9H706	908
Q9H706	P62993	908
P00533	Q8IZW8	909
P00533	O00750	910
O00750	P16333	910
P00533	Q6PKX4	911
Q6PKX4	P00533	911
P00533	Q7Z7G1	912
Q7Z7G1	P00533	912
P00533	O75368	913
O75368	P00533	913
P00533	O96018	914
O96018	P00533	914
P00533	Q8NFM7	915
P00533	Q6P1N0	916
Q6P1N0	P00533	916
P00533	P18085	917
P18085	P00533	917
Q07889	P27986	918
Q07889	P62993	919
Q07889	P19174	920
Q07889	P12931	921
Q07889	P46108	922
Q07889	P06241	923
Q07889	P08631	924
Q07889	P01112	925
Q07889	P01111	926
Q07889	P01116	927
Q07889	P63104	928
Q07889	P19438	929
Q07889	P22681	930
Q07889	Q13588	931
Q07889	O00459	932
Q07889	O60674	933
Q07889	P46109	934
Q07889	Q13191	935
Q03135	P00533	936
Q03135	P01112	937
Q03135	P27361	938
Q03135	P62136	939
Q03135	P36897	940
Q03135	P19438	941
Q03135	Q05397	942
Q03135	Q06124	943
Q03135	P29350	944
Q03135	P28482	945
Q03135	P18031	946
Q03135	Q15628	947
Q15628	P42224	947
Q03135	P60484	948
Q13480	P62993	949
Q13480	P19174	950
Q13480	P46108	951
Q13480	P00533	952
Q13480	P27361	953
Q13480	Q99759	954
Q13480	O00459	955
Q13480	Q06124	956
Q13480	P28482	957
Q13480	P48736	958
Q13480	O00329	959
Q13480	P42338	960
Q13480	P42336	961
Q13480	Q92569	962
P04626	Q99704	963
Q99704	P27986	963
Q99704	P00519	964
Q99704	P19174	965
Q99704	P12931	966
Q99704	P20936	967
Q99704	P08631	968
Q99704	P10721	969
Q99704	P04626	970
Q99704	O00459	971
Q99704	P46109	972
P63244	P42224	973
P04626	Q9H6Q3	974
